SampleID,#chrom1,start1,end1,chrom2,start2,end2,somaticity1,somaticity2,svtype,eventScore,eventSize,eventInversion,evidence1,clonalityRatio1,evidence2,clonalityRatio2,source1,source2,gene1,cancerGene1,nearestCodingGeneUpstream1,nearestCodingGeneUpstreamDistance1,nearestCancerGeneUpstream1,nearestCancerGeneUpstreamDistance1,nearestCodingGeneDownstream1,nearestCodingGeneDownstreamDistance1,nearestCancerGeneDownstream1,nearestCancerGeneDownstreamDistance1,gene2,cancerGene2,nearestCodingGeneUpstream2,nearestCodingGeneUpstreamDistance2,nearestCancerGeneUpstream2,nearestCancerGeneUpstreamDistance2,nearestCodingGeneDownstream2,nearestCodingGeneDownstreamDistance2,nearestCancerGeneDownstream2,nearestCancerGeneDownstreamDistance2,dbSUPERenhancer1,dbSUPERenhancer2,rescuedEnhancerHitCandidate,TADindices,affectedCodingGenesTADestimate,affectedCancerGenesTADestimate,directFusionCandidates,directFusionCandidatesBothCancer,indirectFusionCandidatesLeftCancerRightAny,indirectFusionCandidatesRightCancerLeftAny,indirectFusionCandidatesAny
ICGC_GBM98, 2, 200713663, 200713664, 2, 201708730, 201708731, SOMATIC(0/3261), SOMATIC(0/3261), DEL, 3, 995067, NORMAL, 57, 0.582, 47, 0.553, |2:201708731-201708948(10_3_44/65), 2:200713063-200713606|(7_0_40/88), FTCDNL1_2, ., SATB2, -377675, SATB2, -377675, C2orf69, 62316, TYW5, 81035, ., ., BZW1, -20162, AOX1, -166944, CLK1, 9002, ORC2, 64966, SE_59686, ., FALSE, 472_473_474_475, NIF3L1_CASP10_FZD7_ALS2_SPATS2L_BMPR2_TYW5_CLK1_CASP8_PPIL3_SATB2_SUMO1_KCTD18_AC079354.1_FAM126B_MPP4_TRAK2_AC079354.2_FTCDNL1_PLCL1_AOX1_C2orf69_NDUFB3_CDK15_ALS2CR11_TMEM237_C2orf47_CFLAR_BZW1_ORC2_NOP58_SGOL2_ALS2CR12_STRADB, TYW5_CASP10_ORC2_CASP8_FZD7_SATB2_SUMO1_AOX1_BMPR2_STRADB_CFLAR, FTCDNL1-(TRUNC), ., ~SATB2/~TYW5-~BZW1/~CLK1, FTCDNL1-~AOX1/~ORC2, FTCDNL1-~BZW1/~CLK1
ICGC_GBM98, X, 114144132, 114144133, X, 115784624, 115784625, SOMATIC(0/3261), SOMATIC(0/3261), DUP, 5, 1640492, NORMAL, 57, 0.760, 51, 0.630, X:115784625|(11_8_38/41), |X:114144133(6_8_37/39), HTR2C_7, ., AMOT, -2060090, AMOT, -2060090, IL13RA2, 94406, IL13RA2, 94406, ., ., CXorf61, -190461, IL13RA2, -1530085, KLHL13, 1247152, MIR1277, 1735733, ., ., FALSE, 3061_3062_3063_3064, IL13RA2_HTR2C_SLC25A43_LRCH2_ZCCHC12_RBMXL3_AGTR2_SLC6A14_KLHL13_LUZP4_PGRMC1_SLC25A5_IL13RA1_LONRF3_DOCK11_WDR44_PLS3_CXorf61_KIAA1210_RP1-241P17.4, IL13RA2_MIR1277_ZCCHC12_IL13RA1, HTR2C-(TRUNC), ., ~AMOT/~IL13RA2-~CXorf61/~KLHL13, HTR2C-~IL13RA2/~MIR1277, HTR2C-~CXorf61/~KLHL13
ICGC_GBM84, 8, 142218792, 142218793, 8, 142218822, 142218823, SOMATIC(1/3261), SOMATIC(1/3261), DUP, 5, 30, NORMAL, 3, 0.097, 3, 0.083, 8:142218823|(1_2_0/0), |8:142218793(1_2_0/0), SLC45A4_10, ., DENND3, -12886, PTK2, -206478, RP11-10J21.3, 45872, SLURP1, 1603570, SLC45A4_10, ., DENND3, -12916, PTK2, -206508, RP11-10J21.3, 45842, SLURP1, 1603540, SE_65316_SE_24873, SE_65316_SE_24873, TRUE, 1643, PTP4A3_RP11-10J21.3_AGO2_CHRAC1_GPR20_PTK2_DENND3_SLC45A4, PTK2_CHRAC1, ., ., ~PTK2/~SLURP1-SLC45A4, SLC45A4-~PTK2/~SLURP1, .
ICGC_GBM84, 9, 128094885, 128094886, 9, 128104656, 128104657, SOMATIC(0/3261), SOMATIC(4/3261), DEL, 5, 9771, NORMAL, 7, 0.140, 8, 0.170, |9:128104657(0_3_4/5), 9:128094886|(4_0_4/5), GAPVD1_18, ., HSPA5, -91277, PPP6C, -142668, MAPKAP1, 104787, MAPKAP1, 104787, GAPVD1_intron24, ., HSPA5, -101048, PPP6C, -152439, MAPKAP1, 95016, MAPKAP1, 95016, ., ., FALSE, 1764, ZBTB43_MAPKAP1_GAPVD1_PBX3_RABEPK_LMX1B_HSPA5_ZBTB34_MVB12B, MAPKAP1_PBX3, GAPVD1_18-GAPVD1_intron24, ., ~PPP6C/~MAPKAP1-GAPVD1, GAPVD1-~PPP6C/~MAPKAP1, .
ICGC_GBM84, 15, 48634599, 48634600, 15, 50571553, 50571554, SOMATIC(0/3261), SOMATIC(0/3261), INV, 5, 1936954, INV, 19, 0.500, 16, 0.800, 15:50571554_INV|(7_2_10/10), 15:48634600_INV|(3_6_7/7), DUT_7, ., SLC12A1, -38325, SEMA6D, -568180, FBN1, 65904, SHC4, 481333, GABPB1_intron12, ., HDC, -13331, FGF7, -790582, USP8, 145024, USP8, 145024, ., ., FALSE, 2439_2440_2441_2442, EID1_MYEF2_SHC4_SLC12A1_TRPM7_ATP8B4_GABPB1_SLC24A5_FBN1_FGF7_USP50_AP4E1_DUT_SECISBP2L_USP8_HDC_SLC27A2_GALK2_TNFAIP8L3_CEP152_SEMA6D_COPS2_FKSG62_SPPL2A_CTXN2_FAM227B_DTWD1, FGF7_USP8_SEMA6D_COPS2_EID1_SHC4, DUT-GABPB1, ., ~SEMA6D/~SHC4-GABPB1, DUT-~FGF7/~USP8, DUT-GABPB1
ICGC_GBM84, 15, 48634875, 48634876, 15, 50571522, 50571523, SOMATIC(0/3261), SOMATIC(0/3261), INV, 5, 1936647, INV, 9, 0.281, 7, 0.583, |15:50571523_INV(0_4_5/5), |15:48634876_INV(4_0_3/3), DUT_7, ., SLC12A1, -38601, SEMA6D, -568456, FBN1, 65628, SHC4, 481057, GABPB1_intron12, ., HDC, -13300, FGF7, -790551, USP8, 145055, USP8, 145055, ., ., FALSE, 2439_2440_2441_2442, EID1_MYEF2_SHC4_SLC12A1_TRPM7_ATP8B4_GABPB1_SLC24A5_FBN1_FGF7_USP50_AP4E1_DUT_SECISBP2L_USP8_HDC_SLC27A2_GALK2_TNFAIP8L3_CEP152_SEMA6D_COPS2_FKSG62_SPPL2A_CTXN2_FAM227B_DTWD1, FGF7_USP8_SEMA6D_COPS2_EID1_SHC4, DUT-GABPB1, ., ~SEMA6D/~SHC4-GABPB1, DUT-~FGF7/~USP8, DUT-GABPB1
ICGC_GBM84, 19, 47978405, 47978406, 19, 47978912, 47978913, SOMATIC(0/3261), SOMATIC(0/3261), DEL, 5, 507, NORMAL, 10, 0.250, 12, 0.255, |19:47978913(2_4_4/4), 19:47978406|(5_2_5/13), KPTN_15, ., SLC8A2, -2981, BBC3, -242383, NAPA, 12489, ZNF541, 45537, KPTN_intron14, ., SLC8A2, -3488, BBC3, -242890, NAPA, 11982, ZNF541, 45030, ., ., FALSE, 2800, C5AR2_CRX_SLC8A2_SEPW1_GLTSCR2_GLTSCR1_DHX34_MEIS3_TPRX1_NAPA_EHD2_TPRX2P_KPTN_C5AR1_SULT2A1_ZNF541, ZNF541_GLTSCR1_SULT2A1, KPTN_15-KPTN_intron14, ., ~BBC3/~ZNF541-KPTN, KPTN-~BBC3/~ZNF541, .
ICGC_GBM84, 8, 142218792, 142218793, 8, 142218822, 142218823, SOMATIC(1/3261), SOMATIC(1/3261), DUP, 5, 30, NORMAL, 3, 0.097, 3, 0.083, 8:142218823|(1_2_0/0), |8:142218793(1_2_0/0), SLC45A4_10, ., DENND3, -12886, PTK2, -206478, RP11-10J21.3, 45872, SLURP1, 1603570, SLC45A4_10, ., DENND3, -12916, PTK2, -206508, RP11-10J21.3, 45842, SLURP1, 1603540, SE_65316_SE_24873, SE_65316_SE_24873, TRUE, 1643, PTP4A3_RP11-10J21.3_AGO2_CHRAC1_GPR20_PTK2_DENND3_SLC45A4, PTK2_CHRAC1, ., ., ~PTK2/~SLURP1-SLC45A4, SLC45A4-~PTK2/~SLURP1, .
ICGC_GBM84, 9, 128094885, 128094886, 9, 128104656, 128104657, SOMATIC(0/3261), SOMATIC(4/3261), DEL, 5, 9771, NORMAL, 7, 0.140, 8, 0.170, |9:128104657(0_3_4/5), 9:128094886|(4_0_4/5), GAPVD1_18, ., HSPA5, -91277, PPP6C, -142668, MAPKAP1, 104787, MAPKAP1, 104787, GAPVD1_intron24, ., HSPA5, -101048, PPP6C, -152439, MAPKAP1, 95016, MAPKAP1, 95016, ., ., FALSE, 1764, ZBTB43_MAPKAP1_GAPVD1_PBX3_RABEPK_LMX1B_HSPA5_ZBTB34_MVB12B, MAPKAP1_PBX3, GAPVD1_18-GAPVD1_intron24, ., ~PPP6C/~MAPKAP1-GAPVD1, GAPVD1-~PPP6C/~MAPKAP1, .
ICGC_GBM84, 15, 48634599, 48634600, 15, 50571553, 50571554, SOMATIC(0/3261), SOMATIC(0/3261), INV, 5, 1936954, INV, 19, 0.500, 16, 0.800, 15:50571554_INV|(7_2_10/10), 15:48634600_INV|(3_6_7/7), DUT_7, ., SLC12A1, -38325, SEMA6D, -568180, FBN1, 65904, SHC4, 481333, GABPB1_intron12, ., HDC, -13331, FGF7, -790582, USP8, 145024, USP8, 145024, ., ., FALSE, 2439_2440_2441_2442, EID1_MYEF2_SHC4_SLC12A1_TRPM7_ATP8B4_GABPB1_SLC24A5_FBN1_FGF7_USP50_AP4E1_DUT_SECISBP2L_USP8_HDC_SLC27A2_GALK2_TNFAIP8L3_CEP152_SEMA6D_COPS2_FKSG62_SPPL2A_CTXN2_FAM227B_DTWD1, FGF7_USP8_SEMA6D_COPS2_EID1_SHC4, DUT-GABPB1, ., ~SEMA6D/~SHC4-GABPB1, DUT-~FGF7/~USP8, DUT-GABPB1
ICGC_GBM84, 15, 48634875, 48634876, 15, 50571522, 50571523, SOMATIC(0/3261), SOMATIC(0/3261), INV, 5, 1936647, INV, 9, 0.281, 7, 0.583, |15:50571523_INV(0_4_5/5), |15:48634876_INV(4_0_3/3), DUT_7, ., SLC12A1, -38601, SEMA6D, -568456, FBN1, 65628, SHC4, 481057, GABPB1_intron12, ., HDC, -13300, FGF7, -790551, USP8, 145055, USP8, 145055, ., ., FALSE, 2439_2440_2441_2442, EID1_MYEF2_SHC4_SLC12A1_TRPM7_ATP8B4_GABPB1_SLC24A5_FBN1_FGF7_USP50_AP4E1_DUT_SECISBP2L_USP8_HDC_SLC27A2_GALK2_TNFAIP8L3_CEP152_SEMA6D_COPS2_FKSG62_SPPL2A_CTXN2_FAM227B_DTWD1, FGF7_USP8_SEMA6D_COPS2_EID1_SHC4, DUT-GABPB1, ., ~SEMA6D/~SHC4-GABPB1, DUT-~FGF7/~USP8, DUT-GABPB1
ICGC_GBM84, 19, 47978405, 47978406, 19, 47978912, 47978913, SOMATIC(0/3261), SOMATIC(0/3261), DEL, 5, 507, NORMAL, 10, 0.250, 12, 0.255, |19:47978913(2_4_4/4), 19:47978406|(5_2_5/13), KPTN_15, ., SLC8A2, -2981, BBC3, -242383, NAPA, 12489, ZNF541, 45537, KPTN_intron14, ., SLC8A2, -3488, BBC3, -242890, NAPA, 11982, ZNF541, 45030, ., ., FALSE, 2800, C5AR2_CRX_SLC8A2_SEPW1_GLTSCR2_GLTSCR1_DHX34_MEIS3_TPRX1_NAPA_EHD2_TPRX2P_KPTN_C5AR1_SULT2A1_ZNF541, ZNF541_GLTSCR1_SULT2A1, KPTN_15-KPTN_intron14, ., ~BBC3/~ZNF541-KPTN, KPTN-~BBC3/~ZNF541, .
ICGC_GBM6, 15, 42981362, 42981363, 15, 95063887, 95063888, SOMATIC(0/3261), SOMATIC(0/3261), DEL, 5, 52082525, NORMAL, 19, 0.365, 22, 0.468, |15:95063888(5_2_12/14), 15:42981363|(3_5_14/15), STARD9_23, ., HAUS2, -119171, PLA2G4F, -532524, CDAN1, 34395, TP53BP1, 718045, ., ., MCTP2, -40256, CHD2, -1492651, AC016251.1, 1767393, NR2F2, 1805280, ., ., FALSE, 2434_2435_2498_2499, RGMA_MFAP1_HYPK_TMEM62_CDAN1_CASC4_AC112693.2_AC016251.1_LRRC57_FAM174B_PDIA3_PATL2_ELL3_CATSPER2_FRMD5_AC018512.1_ADAL_NR2F2_PPIP5K1_TTBK2_ZSCAN29_WDR76_SPG11_HAUS2_UBR1_STARD9_LCMT2_CHD2_AC087477.1_SERF2_TP53BP1_CKMT1A_EPB42_TGM5_EIF3J_MCTP2_STRC_RP11-296A16.1_MAP1A_TGM7_CKMT1B_TUBGCP4_CCNDBP1_CTDSPL2_SERINC4, TP53BP1_NR2F2_CHD2, STARD9-(TRUNC), ., ~PLA2G4F/~TP53BP1-~MCTP2/~AC016251.1, STARD9-~CHD2/~NR2F2, STARD9-~MCTP2/~AC016251.1
ICGC_GBM6, 15, 101436231, 101436232, 15, 40535562, 40535563, SOMATIC(0/3261), SOMATIC(0/3261), INV, 3, 60900669, INV, 6, 0.094, 26, 0.426, |15:40535563-40535665_INV(0_0_6/8), 15:101435984_INV|(12_2_12/12), RP11-66B24.4_4_ALDH1A3_9, ALDH1A3, ASB7, -244322, IGF1R, -1928473, LRRK1, 23189, PCSK6, 404587, PAK6_intron5_RP11-133K1.2_intron5, PAK6, BUB1B, -22226, BUB1B, -22226, C15orf56, 7303, PLCB2, 34815, SE_41819, SE_27055, FALSE, 2430_2431_2504, SPINT1_ALDH1A3_ZFYVE19_CHSY1_OR4F6_PCSK6_CTD-2054N24.2_TM2D3_NDUFAF1_EXD1_EIF2AK4_GPR176_DLL4_BMF_OR4F4_RHOV_DNAJC17_LINS_KNSTRN_IVD_BUB1B_RP11-133K1.2_PHGR1_CHP1_VPS18_ASB7_OIP5_OR4F15_INO80_RP11-89K11.1_TARSL2_CERS3_CASC5_RMDN3_LRRK1_CHST14_C15orf62_SNRPA1_C15orf56_NUSAP1_SRP14_C15orf52_GCHFR_BAHD1_C15orf57_PPP1R14D_ANKRD63_DISP2_CHAC1_RPUSD2_VIMP_RAD51_PAK6_PLCB2_RTF1_ADAMTS17, SPINT1_KNSTRN_BAHD1_CASC5_PCSK6_BUB1B_EIF2AK4_DLL4_BMF_RAD51_PAK6_INO80_PLCB2_SRP14_ALDH1A3, RP11-66B24.4-PAK6_RP11-66B24.4-RP11-133K1.2_ALDH1A3-PAK6_ALDH1A3-RP11-133K1.2, ALDH1A3-PAK6, ALDH1A3-PAK6_intron5_RP11-133K1.2, RP11-66B24.4_4_ALDH1A3-PAK6, RP11-66B24.4_4_ALDH1A3-PAK6_intron5_RP11-133K1.2
ICGC_GBM6, 15, 42981362, 42981363, 15, 95063887, 95063888, SOMATIC(0/3261), SOMATIC(0/3261), DEL, 5, 52082525, NORMAL, 19, 0.365, 22, 0.468, |15:95063888(5_2_12/14), 15:42981363|(3_5_14/15), STARD9_23, ., HAUS2, -119171, PLA2G4F, -532524, CDAN1, 34395, TP53BP1, 718045, ., ., MCTP2, -40256, CHD2, -1492651, AC016251.1, 1767393, NR2F2, 1805280, ., ., FALSE, 2434_2435_2498_2499, RGMA_MFAP1_HYPK_TMEM62_CDAN1_CASC4_AC112693.2_AC016251.1_LRRC57_FAM174B_PDIA3_PATL2_ELL3_CATSPER2_FRMD5_AC018512.1_ADAL_NR2F2_PPIP5K1_TTBK2_ZSCAN29_WDR76_SPG11_HAUS2_UBR1_STARD9_LCMT2_CHD2_AC087477.1_SERF2_TP53BP1_CKMT1A_EPB42_TGM5_EIF3J_MCTP2_STRC_RP11-296A16.1_MAP1A_TGM7_CKMT1B_TUBGCP4_CCNDBP1_CTDSPL2_SERINC4, TP53BP1_NR2F2_CHD2, STARD9-(TRUNC), ., ~PLA2G4F/~TP53BP1-~MCTP2/~AC016251.1, STARD9-~CHD2/~NR2F2, STARD9-~MCTP2/~AC016251.1
ICGC_GBM6, 15, 101436231, 101436232, 15, 40535562, 40535563, SOMATIC(0/3261), SOMATIC(0/3261), INV, 3, 60900669, INV, 6, 0.094, 26, 0.426, |15:40535563-40535665_INV(0_0_6/8), 15:101435984_INV|(12_2_12/12), RP11-66B24.4_4_ALDH1A3_9, ALDH1A3, ASB7, -244322, IGF1R, -1928473, LRRK1, 23189, PCSK6, 404587, PAK6_intron5_RP11-133K1.2_intron5, PAK6, BUB1B, -22226, BUB1B, -22226, C15orf56, 7303, PLCB2, 34815, SE_41819, SE_27055, FALSE, 2430_2431_2504, SPINT1_ALDH1A3_ZFYVE19_CHSY1_OR4F6_PCSK6_CTD-2054N24.2_TM2D3_NDUFAF1_EXD1_EIF2AK4_GPR176_DLL4_BMF_OR4F4_RHOV_DNAJC17_LINS_KNSTRN_IVD_BUB1B_RP11-133K1.2_PHGR1_CHP1_VPS18_ASB7_OIP5_OR4F15_INO80_RP11-89K11.1_TARSL2_CERS3_CASC5_RMDN3_LRRK1_CHST14_C15orf62_SNRPA1_C15orf56_NUSAP1_SRP14_C15orf52_GCHFR_BAHD1_C15orf57_PPP1R14D_ANKRD63_DISP2_CHAC1_RPUSD2_VIMP_RAD51_PAK6_PLCB2_RTF1_ADAMTS17, SPINT1_KNSTRN_BAHD1_CASC5_PCSK6_BUB1B_EIF2AK4_DLL4_BMF_RAD51_PAK6_INO80_PLCB2_SRP14_ALDH1A3, RP11-66B24.4-PAK6_RP11-66B24.4-RP11-133K1.2_ALDH1A3-PAK6_ALDH1A3-RP11-133K1.2, ALDH1A3-PAK6, ALDH1A3-PAK6_intron5_RP11-133K1.2, RP11-66B24.4_4_ALDH1A3-PAK6, RP11-66B24.4_4_ALDH1A3-PAK6_intron5_RP11-133K1.2
ICGC_GBM67_xten, 4, 124236196, 124236197, 4, 124236601, 124236602, SOMATIC(6/3261), SOMATIC(4/3261), DEL, 5, 405, NORMAL, 3, 0.120, 3, 0.200, |4:124236602(1_2_0/0), 4:124236197|(2_1_0/0), SPATA5_17, ., NUDT6, -392074, FGF2, -416806, SPRY1, 81754, FAT4, 2001358, SPATA5_17, ., NUDT6, -392479, FGF2, -417211, SPRY1, 81349, FAT4, 2000953, ., ., FALSE, 869, SPATA5_BBS12_NUDT6_FGF2_SPRY1, FGF2, ., ., ~FGF2/-SPATA5, SPATA5-~FGF2/, .
ICGC_GBM67_xten, 6, 108582154, 108582155, 6, 108582490, 108582491, SOMATIC(10/3261), SOMATIC(16/3261), DEL, 5, 336, NORMAL, 3, 0.097, 5, 0.132, |6:108582491(2_1_0/0), 6:108582155|(3_2_0/0), SNX3_1, ., NR2E1, -72142, SCML4, -436634, LACE1, 33944, FOXO3, 298884, ., ., SNX3, -27, SCML4, -436970, LACE1, 33608, FOXO3, 298548, ., ., FALSE, 1248, LACE1_OSTM1_SNX3_NR2E1_SEC63, ., SNX3-(TRUNC), ., ~SCML4/~FOXO3-~SNX3/~LACE1, SNX3-~SCML4/~FOXO3, SNX3-~SNX3/~LACE1
ICGC_GBM67_xten, 16, 20811858, 20811859, 16, 20811922, 20811923, SOMATIC(2/3261), SOMATIC(2/3261), DUP, 5, 64, NORMAL, 4, 0.093, 4, 0.108, 16:20811918|(2_2_0/0), |16:20811859(3_1_0/0), ERI2_8, ., ACSM3, -2956, ACSM1, -101647, AC004381.6, 5893, DNAH3, 132575, ERI2_8, ., ACSM3, -3020, ACSM1, -101711, AC004381.6, 5829, DNAH3, 132511, ., ., FALSE, 2525_2526, ACSM1_DCUN1D3_GP2_LYRM1_ACSM5_NPIPB3_GPR139_ACSM2B_ANKS4B_ZP2_TMEM159_AC137056.1_UMOD_CRYM_ACSM2A_ERI2_ACSM3_THUMPD1_AC004381.6_PDILT_DNAH3, ACSM1_DNAH3, ., ., ~ACSM1/~DNAH3-ERI2, ERI2-~ACSM1/~DNAH3, .
ICGC_GBM67_xten, 16, 22201871, 22201872, 16, 22202249, 22202250, SOMATIC(5/3261), SOMATIC(0/3261), DEL, 5, 378, NORMAL, 3, 0.100, 4, 0.174, |16:22202250(2_1_0/0), 16:22201872|(2_2_0/0), SDR42E2_11, ., VWA3A, -33585, DNAH3, -1031110, EEF2K, 15732, PALB2, 1412617, SDR42E2_11, ., VWA3A, -33963, DNAH3, -1031488, EEF2K, 15354, PALB2, 1412239, SE_16960_SE_42904_SE_29992_SE_01979_SE_54110_SE_10487_SE_14827_SE_21701_SE_16474_SE_21095_SE_48301_SE_00683_SE_17990_SE_49024_SE_17421_SE_20295_SE_22558_SE_16039_SE_51662_SE_15511_SE_11977_SE_22039_SE_11249_SE_63046_SE_61402_SE_27459, SE_15511_SE_14827_SE_27459_SE_01979_SE_51662_SE_22558_SE_48301_SE_61402_SE_16474_SE_20295_SE_22039_SE_42904_SE_17990_SE_54110_SE_29992_SE_63046_SE_16960_SE_16039_SE_11977_SE_11249_SE_21095_SE_49024_SE_00683_SE_17421_SE_21701_SE_10487, TRUE, 2527, UQCRC2_EEF2K_NPIPB3_NPIPB4_ANKS4B_PDZD9_NPIPB5_POLR3E_METTL9_OTOA_CRYM_VWA3A_CDR2_SDR42E2_IGSF6_C16orf52, ., ., ., ~DNAH3/~PALB2-SDR42E2, SDR42E2-~DNAH3/~PALB2, .
ICGC_GBM67_xten, 4, 124236196, 124236197, 4, 124236601, 124236602, SOMATIC(6/3261), SOMATIC(4/3261), DEL, 5, 405, NORMAL, 3, 0.120, 3, 0.200, |4:124236602(1_2_0/0), 4:124236197|(2_1_0/0), SPATA5_17, ., NUDT6, -392074, FGF2, -416806, SPRY1, 81754, FAT4, 2001358, SPATA5_17, ., NUDT6, -392479, FGF2, -417211, SPRY1, 81349, FAT4, 2000953, ., ., FALSE, 869, SPATA5_BBS12_NUDT6_FGF2_SPRY1, FGF2, ., ., ~FGF2/-SPATA5, SPATA5-~FGF2/, .
ICGC_GBM67_xten, 6, 108582154, 108582155, 6, 108582490, 108582491, SOMATIC(10/3261), SOMATIC(16/3261), DEL, 5, 336, NORMAL, 3, 0.097, 5, 0.132, |6:108582491(2_1_0/0), 6:108582155|(3_2_0/0), SNX3_1, ., NR2E1, -72142, SCML4, -436634, LACE1, 33944, FOXO3, 298884, ., ., SNX3, -27, SCML4, -436970, LACE1, 33608, FOXO3, 298548, ., ., FALSE, 1248, LACE1_OSTM1_SNX3_NR2E1_SEC63, ., SNX3-(TRUNC), ., ~SCML4/~FOXO3-~SNX3/~LACE1, SNX3-~SCML4/~FOXO3, SNX3-~SNX3/~LACE1
ICGC_GBM67_xten, 16, 20811858, 20811859, 16, 20811922, 20811923, SOMATIC(2/3261), SOMATIC(2/3261), DUP, 5, 64, NORMAL, 4, 0.093, 4, 0.108, 16:20811918|(2_2_0/0), |16:20811859(3_1_0/0), ERI2_8, ., ACSM3, -2956, ACSM1, -101647, AC004381.6, 5893, DNAH3, 132575, ERI2_8, ., ACSM3, -3020, ACSM1, -101711, AC004381.6, 5829, DNAH3, 132511, ., ., FALSE, 2525_2526, ACSM1_DCUN1D3_GP2_LYRM1_ACSM5_NPIPB3_GPR139_ACSM2B_ANKS4B_ZP2_TMEM159_AC137056.1_UMOD_CRYM_ACSM2A_ERI2_ACSM3_THUMPD1_AC004381.6_PDILT_DNAH3, ACSM1_DNAH3, ., ., ~ACSM1/~DNAH3-ERI2, ERI2-~ACSM1/~DNAH3, .
ICGC_GBM67_xten, 16, 22201871, 22201872, 16, 22202249, 22202250, SOMATIC(5/3261), SOMATIC(0/3261), DEL, 5, 378, NORMAL, 3, 0.100, 4, 0.174, |16:22202250(2_1_0/0), 16:22201872|(2_2_0/0), SDR42E2_11, ., VWA3A, -33585, DNAH3, -1031110, EEF2K, 15732, PALB2, 1412617, SDR42E2_11, ., VWA3A, -33963, DNAH3, -1031488, EEF2K, 15354, PALB2, 1412239, SE_16960_SE_42904_SE_29992_SE_01979_SE_54110_SE_10487_SE_14827_SE_21701_SE_16474_SE_21095_SE_48301_SE_00683_SE_17990_SE_49024_SE_17421_SE_20295_SE_22558_SE_16039_SE_51662_SE_15511_SE_11977_SE_22039_SE_11249_SE_63046_SE_61402_SE_27459, SE_15511_SE_14827_SE_27459_SE_01979_SE_51662_SE_22558_SE_48301_SE_61402_SE_16474_SE_20295_SE_22039_SE_42904_SE_17990_SE_54110_SE_29992_SE_63046_SE_16960_SE_16039_SE_11977_SE_11249_SE_21095_SE_49024_SE_00683_SE_17421_SE_21701_SE_10487, TRUE, 2527, UQCRC2_EEF2K_NPIPB3_NPIPB4_ANKS4B_PDZD9_NPIPB5_POLR3E_METTL9_OTOA_CRYM_VWA3A_CDR2_SDR42E2_IGSF6_C16orf52, ., ., ., ~DNAH3/~PALB2-SDR42E2, SDR42E2-~DNAH3/~PALB2, .
ICGC_GBM60, 1, 2072594, 2072595, 7, 87001915, 87001916, SOMATIC(0/3261), SOMATIC(0/3261), TRA, 5, NA, INV, 22, 0.328, 18, 0.225, |7:87001916_INV(5_4_13/13), |1:2072595_INV(3_5_10/10), RP5-892K4.1_1, PRKCZ, GABRD, -110403, TMEM52, -221883, C1orf86, 43309, PLCH2, 284825, CROT_intron9, ., TMEM243, -152013, TMEM243, -152013, ABCB4, 29098, ABCB4, 29098, SE_09983_SE_55495_SE_42723, ., FALSE, 1_2_1414_1415_1416_1417, OR4F29_SKI_SLC35E2_TTLL10_SLC35E2B_C1orf174_ADAM22_MRPL20_SAMD11_CDK11A_FAM213B_ANKRD65_RP4-758J18.2_OR4F16_AL627309.1_CROT_ATAD3A_CPSF3L_NPHP4_PANK4_TNFRSF4_KLHL17_C1orf86_VWA1_RNF207_ABCB4_TMEM52_TAS1R3_RUNDC3B_ABCB1_LRRC47_TMEM240_UBE2J2_AURKAIP1_AL035406.1_AL589739.1_C1orf170_AL590822.1_GNB1_PEX10_CEP104_SDF4_CALML6_MIB2_GABRD_TPRG1L_ATAD3B_PUSL1_GPR153_ACAP3_PRDM16_HES4_HES3_C7orf62_STEAP1_CHD5_ISG15_TTC34_RPL22_AGRN_TNFRSF18_NADK_ARHGEF16_C1orf222_KIAA1324L_SCNN1D_CCNL2_SLC25A40_PLEKHN1_TMEM88B_AL645608.1_RNF223_MEGF6_RER1_C1orf233_TNFRSF14_HES5_STEAP2_PLCH2_SMIM1_CDK11B_ATAD3C_GRM3_OR4F5_TP73_DFFB_ACOT7_CCDC27_SSU72_KCNAB2_MMP23B_GLTPD1_NOC2L_DMTF1_DBF4_MORN1_AJAP1_C1orf159_ACTRT2_WRAP73_ZNF804B_FAM132A_AL590822.2_TMEM243_AL645608.2_MXRA8_ICMT_STEAP4_AL669831.1_SRI_AL645728.1_MMEL1_DVL1_B3GALT6_PRKCZ, RNF207_ABCB4_TMEM52_DBF4_AJAP1_ABCB1_ZNF804B_MIR200B_TMEM243_TNFRSF14_HES5_GNB1_PLCH2_CALML6_ATAD3B_CDK11B_PRDM16_GRM3_CHD5_MMEL1_DVL1_TP73_RPL22_DFFB_MIR200A_PRKCZ_NOC2L, RP5-892K4.1-CROT, PRKCZ-(TRUNC), PRKCZ-CROT, RP5-892K4.1-~TMEM243/~ABCB4, RP5-892K4.1-CROT
